scenario,scenario_label,replicate,seed,step,total_output,mean_farmer_profit_before_subsidy,mean_farmer_profit_after_subsidy,mean_farmer_subsidy,avg_environment,avg_quality,share_I,share_O,share_S,clustering_IS
policy_results,Policy: results subsidy,2,68,0,193.03723450812643,-0.5895520914104683,-0.5895520914104683,0.0,0.0,0.4021609052252634,1.0,0.0,0.0,1.0
policy_results,Policy: results subsidy,2,68,1,108.20487234742157,0.9268111263490213,0.9651311263490208,0.03832,0.017424999999999996,0.4025094052252635,0.37,0.0625,0.5675,0.9278350515463918
policy_results,Policy: results subsidy,2,68,2,108.04077234742158,0.9199611263490212,0.9966011263490219,0.07664,0.03484999999999999,0.4032064052252634,0.37,0.0625,0.5675,0.9278350515463918
policy_results,Policy: results subsidy,2,68,3,107.71257234742158,0.9062611263490211,1.0212211263490214,0.11496,0.05227499999999998,0.40425190522526344,0.37,0.0625,0.5675,0.9278350515463918
policy_results,Policy: results subsidy,2,68,4,108.30372802625078,0.8868151599910835,1.0392151599910835,0.1524,0.06914999999999999,0.40563490522526335,0.375,0.0625,0.5625,0.9234167893961709
policy_results,Policy: results subsidy,2,68,5,108.58262798853501,0.8627811514786843,1.0512078181453506,0.18842666666666677,0.0862,0.4073589052252634,0.37,0.075,0.555,0.9215686274509803
policy_results,Policy: results subsidy,2,68,6,110.01943587814287,0.8359676758785665,1.0578610092119003,0.22189333333333336,0.10215,0.40940190522526343,0.38,0.075,0.545,0.9064856711915535
policy_results,Policy: results subsidy,2,68,7,111.20588704571796,0.807807773902384,1.0607411072357171,0.25293333333333334,0.117725,0.4117564052252634,0.38,0.0875,0.5325,0.8876923076923077
policy_results,Policy: results subsidy,2,68,8,113.0994820647935,0.7781682339170726,1.0599549005837388,0.28178666666666674,0.13192500000000001,0.4143949052252634,0.3925,0.0875,0.52,0.8573619631901841
policy_results,Policy: results subsidy,2,68,9,117.6951927318048,0.7515671518645228,1.0574071518645232,0.30583999999999995,0.14317500000000002,0.4172584052252634,0.42,0.085,0.495,0.8216463414634146
policy_results,Policy: results subsidy,2,68,10,123.84586542095172,0.729884527511098,1.0548445275110983,0.3249600000000001,0.15137500000000007,0.42028590522526343,0.445,0.095,0.46,0.8098918083462133
policy_results,Policy: results subsidy,2,68,11,126.86918185458104,0.7149561459923993,1.0547428126590659,0.33978666666666657,0.1578500000000001,0.42344290522526346,0.46,0.0975,0.4425,0.796875
policy_results,Policy: results subsidy,2,68,12,127.47513242476236,0.7032221579464486,1.0568221579464492,0.35360000000000014,0.1639750000000001,0.4267224052252634,0.4625,0.1,0.4375,0.7990580847723705
policy_results,Policy: results subsidy,2,68,13,130.01378576304936,0.6997238523809994,1.0623638523809997,0.3626400000000002,0.1690500000000001,0.4301034052252634,0.47,0.1075,0.4225,0.8063492063492064
policy_results,Policy: results subsidy,2,68,14,131.0164712653393,0.7005055462132084,1.0708788795465414,0.3703733333333334,0.17377500000000012,0.4335789052252634,0.4725,0.11,0.4175,0.8144
policy_results,Policy: results subsidy,2,68,15,135.02483949019532,0.7114560199364305,1.0844426866030967,0.3729866666666668,0.17585000000000012,0.4370959052252634,0.5,0.0975,0.4025,0.8137715179968701
policy_results,Policy: results subsidy,2,68,16,137.21711444088294,0.7303790100914112,1.1033923434247452,0.37301333333333353,0.1763750000000001,0.4406234052252634,0.5175,0.085,0.3975,0.815267175572519
policy_results,Policy: results subsidy,2,68,17,139.9177630303132,0.7492878769957501,1.1170745436624174,0.36778666666666676,0.17167500000000005,0.4440569052252634,0.5375,0.0725,0.39,0.8176382660687593
policy_results,Policy: results subsidy,2,68,18,145.80942114570087,0.7731422432569123,1.1267422432569125,0.3536000000000001,0.15860000000000002,0.44722890522526343,0.5575,0.08,0.3625,0.8260211800302572
policy_results,Policy: results subsidy,2,68,19,137.69753610296868,0.8033272730032632,1.144207273003263,0.3408800000000001,0.151075,0.4502504052252634,0.5125,0.0825,0.405,0.8127853881278538
policy_results,Policy: results subsidy,2,68,20,139.16933860223685,0.8402773233416975,1.1669439900083642,0.3266666666666669,0.14195000000000002,0.4530894052252634,0.5425,0.045,0.4125,0.8101983002832861
policy_results,Policy: results subsidy,2,68,21,141.78752211570674,0.8806368185397234,1.1949301518730566,0.3142933333333334,0.13505000000000003,0.45579040522526343,0.5575,0.035,0.4075,0.8218793828892006
policy_results,Policy: results subsidy,2,68,22,139.4485443479882,0.9218678511242132,1.223387851124213,0.30152000000000007,0.12945,0.45837940522526344,0.5525,0.02,0.4275,0.8068027210884354
policy_results,Policy: results subsidy,2,68,23,146.055251076467,0.9632852155768685,1.253258548910202,0.28997333333333347,0.12210000000000003,0.46082140522526344,0.57,0.0325,0.3975,0.8041958041958042
policy_results,Policy: results subsidy,2,68,24,149.44532653126126,1.0001523326141943,1.2770589992808612,0.27690666666666675,0.113,0.4630814052252634,0.595,0.015,0.39,0.8073270013568521
policy_results,Policy: results subsidy,2,68,25,150.64781806616776,1.0345961641825732,1.3014761641825736,0.26688000000000006,0.10482500000000002,0.4651779052252634,0.5875,0.0275,0.385,0.7921896792189679
market,Market,3,69,0,165.3778163604014,-1.8138875599053732,-1.8138875599053732,0.0,0.0,0.3445371174175029,1.0,0.0,0.0,1.0
market,Market,3,69,1,90.12775820947678,0.8466431165316031,0.8466431165316031,0.0,0.026825,0.34507361741750286,0.2825,0.07,0.6475,0.9615384615384616
market,Market,3,69,2,90.0072782094768,0.841609116531603,0.841609116531603,0.0,0.05365,0.3461466174175029,0.2825,0.07,0.6475,0.9615384615384616
market,Market,3,69,3,90.52792212093688,0.8319354608575833,0.8319354608575833,0.0,0.080325,0.34775311741750287,0.2825,0.075,0.6425,0.9554896142433235
market,Market,3,69,4,91.19212322478703,0.8180358780767866,0.8180358780767866,0.0,0.106975,0.3498926174175029,0.28,0.085,0.635,0.9550224887556222
market,Market,3,69,5,91.9691195374032,0.800476975900287,0.800476975900287,0.0,0.132875,0.352550117417503,0.2875,0.0825,0.63,0.9535232383808095
market,Market,3,69,6,91.08890556375822,0.7791956507691756,0.7791956507691756,0.0,0.15885,0.3557271174175029,0.2875,0.08,0.6325,0.945619335347432
market,Market,3,69,7,92.97600159967111,0.755282210950225,0.755282210950225,0.0,0.18364999999999998,0.3594001174175029,0.2975,0.0825,0.62,0.9498480243161094
market,Market,3,69,8,93.4499563704784,0.7296791280943176,0.7296791280943176,0.0,0.20790000000000003,0.3635581174175029,0.3025,0.0825,0.615,0.9270516717325228
market,Market,3,69,9,94.1468203102234,0.7032936293996749,0.7032936293996749,0.0,0.23067500000000002,0.3681716174175029,0.32,0.0675,0.6125,0.8992592592592593
market,Market,3,69,10,93.59799128451813,0.6760261939264716,0.6760261939264716,0.0,0.25377500000000003,0.37324711741750294,0.315,0.075,0.61,0.8791044776119403
market,Market,3,69,11,92.66247522026627,0.6480424263054905,0.6480424263054905,0.0,0.27727500000000016,0.3787926174175029,0.31,0.08,0.61,0.8810240963855421
market,Market,3,69,12,94.20294495142647,0.6226478105846482,0.6226478105846482,0.0,0.3000000000000001,0.38479261741750287,0.315,0.0875,0.5975,0.8704268292682927
market,Market,3,69,13,93.9591297109448,0.5994616382152198,0.5994616382152198,0.0,0.32232500000000014,0.3912391174175029,0.32,0.0825,0.5975,0.8712121212121212
market,Market,3,69,14,98.50481554084503,0.5791693189030244,0.5791693189030244,0.0,0.3417750000000001,0.3980746174175029,0.3475,0.0775,0.575,0.8586466165413534
market,Market,3,69,15,98.79009461664569,0.5684583017992845,0.5684583017992845,0.0,0.36147500000000016,0.40530411741750283,0.3425,0.0875,0.57,0.8558282208588958
market,Market,3,69,16,100.73537736732563,0.5656281478875808,0.5656281478875808,0.0,0.38112500000000016,0.4129266174175029,0.3375,0.1075,0.555,0.8683788121990369
market,Market,3,69,17,106.65789225089158,0.5738226859786529,0.5738226859786529,0.0,0.3893750000000001,0.42071411741750286,0.3725,0.0975,0.53,0.8643533123028391
market,Market,3,69,18,106.53314982961618,0.5914223089797843,0.5914223089797843,0.0,0.38205,0.42835511741750293,0.3825,0.08,0.5375,0.8584474885844748
market,Market,3,69,19,114.9812050424046,0.6204675525484703,0.6204675525484703,0.0,0.37265,0.43580811741750297,0.425,0.0725,0.5025,0.8558558558558559
market,Market,3,69,20,121.24854212472255,0.660750431435204,0.660750431435204,0.0,0.36310000000000003,0.44307011741750296,0.4375,0.09,0.4725,0.8573619631901841
market,Market,3,69,21,127.46347713216835,0.7090690784777945,0.7090690784777945,0.0,0.35615,0.45019311741750295,0.46,0.0925,0.4475,0.8520801232665639
market,Market,3,69,22,137.58101679698729,0.7717137928145612,0.7717137928145612,0.0,0.34590000000000004,0.45711111741750293,0.5175,0.07,0.4125,0.8410104011887073
market,Market,3,69,23,146.1975738990659,0.8494035000223094,0.8494035000223094,0.0,0.3349,0.46380911741750297,0.5425,0.08,0.3775,0.8432267884322678
market,Market,3,69,24,157.9032288313438,0.9359618825690942,0.9359618825690942,0.0,0.32162499999999994,0.4702416174175029,0.585,0.085,0.33,0.8580246913580247
market,Market,3,69,25,167.68340466279255,1.0326772658581238,1.0326772658581238,0.0,0.30589999999999995,0.47635961741750293,0.63,0.0725,0.2975,0.8524096385542169
policy_conversion,Policy: conversion subsidy,3,69,0,165.3778163604014,-1.8138875599053732,-1.8138875599053732,0.0,0.0,0.3445371174175029,1.0,0.0,0.0,1.0
policy_conversion,Policy: conversion subsidy,3,69,1,93.86793934822754,0.6867849666879002,1.1054516333545668,0.4186666666666667,0.039975,0.34533661741750293,0.075,0.3925,0.5325,1.0
policy_conversion,Policy: conversion subsidy,3,69,2,93.91671934822755,0.6887389666879004,1.107405633354567,0.4186666666666667,0.07995,0.3469356174175029,0.075,0.3925,0.5325,1.0
policy_conversion,Policy: conversion subsidy,3,69,3,94.01427934822755,0.6926469666879,1.1113136333545668,0.4186666666666667,0.119925,0.3493341174175029,0.075,0.3925,0.5325,1.0
policy_conversion,Policy: conversion subsidy,3,69,4,92.13342863342046,0.8538679884199178,0.8565346550865844,0.0026666666666666666,0.14605,0.352255117417503,0.2875,0.075,0.6375,0.9567809239940388
policy_conversion,Policy: conversion subsidy,3,69,5,80.79431400079234,0.7547211637554577,0.9840544970887912,0.22933333333333336,0.18814999999999998,0.35601811741750294,0.085,0.285,0.63,0.996031746031746
policy_conversion,Policy: conversion subsidy,3,69,6,82.75010388321438,0.7523867117246179,0.9950533783912846,0.2426666666666667,0.22935,0.3606051174175029,0.0925,0.2875,0.62,0.9899193548387096
policy_conversion,Policy: conversion subsidy,3,69,7,82.4287153417309,0.7482252944978182,1.0175586278311515,0.26933333333333337,0.271475,0.3660346174175029,0.08,0.3025,0.6175,0.9959100204498977
policy_conversion,Policy: conversion subsidy,3,69,8,97.68787472550473,0.850662852726463,0.914662852726463,0.064,0.296025,0.3719551174175029,0.295,0.1,0.605,0.9656786271450858
policy_conversion,Policy: conversion subsidy,3,69,9,87.5048821886181,0.7527344964312576,1.0487344964312577,0.29600000000000004,0.336325,0.37868161741750295,0.0925,0.3175,0.59,0.9873150105708245
policy_conversion,Policy: conversion subsidy,3,69,10,90.25289083946832,0.7600924025459992,1.0587590692126658,0.2986666666666667,0.3752500000000001,0.38618661741750293,0.105,0.3175,0.5775,0.9744136460554371
policy_conversion,Policy: conversion subsidy,3,69,11,92.56547775058148,0.7561679966439903,1.0895013299773237,0.3333333333333333,0.41477500000000006,0.39448211741750294,0.09,0.3525,0.5575,0.970917225950783
policy_conversion,Policy: conversion subsidy,3,69,12,109.16678099786098,0.8750268783230883,1.0030268783230882,0.128,0.4369000000000001,0.40322011741750297,0.3,0.1625,0.5375,0.9825479930191972
policy_conversion,Policy: conversion subsidy,3,69,13,102.73425999158817,0.7906082217102733,1.1399415550436065,0.34933333333333333,0.47272500000000006,0.41267461741750294,0.1175,0.375,0.5075,0.9644549763033176
policy_conversion,Policy: conversion subsidy,3,69,14,109.01111161328156,0.8180910771813382,1.1780910771813387,0.36000000000000004,0.5062500000000001,0.422799617417503,0.135,0.3875,0.4775,0.9697732997481109
policy_conversion,Policy: conversion subsidy,3,69,15,113.22049204049549,0.8367770691572669,1.2447770691572668,0.408,0.5399500000000002,0.43359861741750294,0.1225,0.4275,0.45,0.9699453551912568
policy_conversion,Policy: conversion subsidy,3,69,16,131.39171437640536,0.9914637395043215,1.2181304061709881,0.2266666666666667,0.5566250000000003,0.4447311174175029,0.325,0.2525,0.4225,0.9775967413441955
policy_conversion,Policy: conversion subsidy,3,69,17,125.69855949579684,0.9219135904550314,1.3832469237883653,0.46133333333333326,0.57855,0.45630211741750293,0.15,0.4575,0.3925,0.9315476190476191
policy_conversion,Policy: conversion subsidy,3,69,18,129.27794851378158,0.9785768312154894,1.4719101645488228,0.49333333333333335,0.5854250000000001,0.4680106174175029,0.145,0.4775,0.3775,0.9522292993630573
policy_conversion,Policy: conversion subsidy,3,69,19,137.26865438454772,1.0353930701685878,1.5687264035019217,0.5333333333333333,0.5930750000000001,0.4798721174175029,0.15,0.5125,0.3375,0.916955017301038
policy_conversion,Policy: conversion subsidy,3,69,20,156.5153248352447,1.2392878916238455,1.6072878916238456,0.3680000000000001,0.5866,0.49160411741750293,0.335,0.36,0.305,0.9485861182519281
policy_conversion,Policy: conversion subsidy,3,69,21,154.88650275889188,1.2336424301668074,1.793642430166808,0.56,0.5930000000000001,0.503464117417503,0.19,0.5425,0.2675,0.9045643153526971
policy_conversion,Policy: conversion subsidy,3,69,22,165.74706388141337,1.3417158570624863,1.9337158570624866,0.5920000000000001,0.5984750000000001,0.5154336174175029,0.21,0.5675,0.2225,0.8617511520737328
policy_conversion,Policy: conversion subsidy,3,69,23,176.87031326693074,1.4782350264392212,2.0995683597725545,0.6213333333333335,0.60425,0.5275186174175029,0.22,0.605,0.175,0.8793103448275862
policy_conversion,Policy: conversion subsidy,3,69,24,198.21605587877738,1.728162439533462,2.216162439533462,0.4880000000000001,0.5971750000000001,0.5394621174175029,0.385,0.485,0.13,0.9465648854961832
policy_conversion,Policy: conversion subsidy,3,69,25,200.0839250610205,1.810777822765748,2.458777822765748,0.648,0.599325,0.5514486174175031,0.275,0.63,0.095,0.9103448275862069
policy_results,Policy: results subsidy,3,69,0,165.3778163604014,-1.8138875599053732,-1.8138875599053732,0.0,0.0,0.3445371174175029,1.0,0.0,0.0,1.0
policy_results,Policy: results subsidy,3,69,1,88.10925812725226,0.8462677986393937,0.8906677986393934,0.0444,0.02825,0.3451021174175029,0.2675,0.0775,0.655,0.9597615499254843
policy_results,Policy: results subsidy,3,69,2,87.99759812725227,0.8415997986393935,0.9303997986393938,0.0888,0.0565,0.34623211741750287,0.2675,0.0775,0.655,0.9597615499254843
policy_results,Policy: results subsidy,3,69,3,88.56652985668694,0.8325164133576772,0.9655564133576771,0.13304000000000002,0.0846,0.34792411741750284,0.2675,0.0825,0.65,0.9624624624624625
policy_results,Policy: results subsidy,3,69,4,89.40269548452999,0.8197141933060915,0.9964608599727585,0.1767466666666667,0.112475,0.35017361741750286,0.2675,0.09,0.6425,0.9651515151515152
policy_results,Policy: results subsidy,3,69,5,90.99679587238623,0.8044474625870629,1.0233541292537296,0.21890666666666672,0.13945,0.35296261741750284,0.275,0.0925,0.6325,0.9620060790273556
policy_results,Policy: results subsidy,3,69,6,90.1227097121117,0.7856171774395724,1.0458838441062388,0.2602666666666667,0.167025,0.3563031174175029,0.2675,0.1,0.6325,0.9569230769230769
policy_results,Policy: results subsidy,3,69,7,90.88701649660214,0.764678171319649,1.0650515046529825,0.30037333333333327,0.19417499999999996,0.36018661741750285,0.27,0.105,0.625,0.951937984496124
policy_results,Policy: results subsidy,3,69,8,91.36628731962578,0.7423804365230944,1.081793769856428,0.3394133333333334,0.2213,0.3646126174175029,0.2675,0.115,0.6175,0.9416403785488959
policy_results,Policy: results subsidy,3,69,9,90.97620899175168,0.7204503689529597,1.097517035619626,0.37706666666666666,0.24822499999999997,0.3695771174175029,0.27,0.1125,0.6175,0.9256329113924051
policy_results,Policy: results subsidy,3,69,10,94.1448074123379,0.7012389308883056,1.1126789308883056,0.41144000000000014,0.27237500000000003,0.3750246174175029,0.3,0.095,0.605,0.8964451313755796
policy_results,Policy: results subsidy,3,69,11,94.67022035205099,0.6813443816823525,1.1248643816823525,0.44352,0.29512500000000014,0.3809271174175029,0.3175,0.0775,0.605,0.879284649776453
policy_results,Policy: results subsidy,3,69,12,96.81777648114006,0.6632308065738536,1.1367774732405205,0.4735466666666669,0.3165000000000001,0.3872571174175029,0.33,0.0775,0.5925,0.8708708708708709
policy_results,Policy: results subsidy,3,69,13,96.28238213389925,0.6460930301184248,1.1480663634517583,0.5019733333333335,0.3380750000000002,0.39401861741750294,0.3275,0.08,0.5925,0.8719879518072289
policy_results,Policy: results subsidy,3,69,14,98.01970457207315,0.6320930859657918,1.1603597526324585,0.5282666666666668,0.35770000000000024,0.4011726174175028,0.35,0.0625,0.5875,0.8579795021961932
policy_results,Policy: results subsidy,3,69,15,104.24374380425691,0.6279790068769984,1.1786456735436657,0.5506666666666669,0.3745500000000002,0.4086636174175029,0.3725,0.0725,0.555,0.8577844311377245
policy_results,Policy: results subsidy,3,69,16,103.8492466793767,0.6313837098733636,1.2026370432066973,0.5712533333333335,0.39167500000000016,0.41649711741750295,0.37,0.0725,0.5575,0.8505231689088192
policy_results,Policy: results subsidy,3,69,17,108.29280868487764,0.644397982182325,1.225064648848992,0.5806666666666669,0.39865,0.4244701174175029,0.39,0.0725,0.5375,0.8488023952095808
policy_results,Policy: results subsidy,3,69,18,110.4509118160775,0.6667874703814597,1.23758747038146,0.5708000000000002,0.3888,0.43224611741750296,0.4125,0.0525,0.535,0.8511560693641619
policy_results,Policy: results subsidy,3,69,19,115.20483979527991,0.6990932595839765,1.2583732595839767,0.55928,0.378675,0.439819617417503,0.435,0.0475,0.5175,0.8542568542568543
policy_results,Policy: results subsidy,3,69,20,123.30948445564181,0.7431417787506277,1.2886884454172942,0.5455466666666667,0.366925,0.4471581174175029,0.465,0.0525,0.4825,0.863768115942029
policy_results,Policy: results subsidy,3,69,21,130.99842250565985,0.793332498455959,1.325225831789292,0.5318933333333333,0.35730000000000006,0.45430411741750293,0.4925,0.0575,0.45,0.8523391812865497
policy_results,Policy: results subsidy,3,69,22,136.17896609623938,0.8561072933408502,1.3731206266741833,0.5170133333333334,0.347575,0.4612556174175029,0.51,0.0575,0.4325,0.8406432748538012
policy_results,Policy: results subsidy,3,69,23,147.72021683216326,0.9347408326130681,1.4351141659464015,0.5003733333333333,0.33699999999999997,0.46799561741750295,0.525,0.1,0.375,0.8665620094191523
policy_results,Policy: results subsidy,3,69,24,160.25697811412505,1.0240405657100262,1.5055605657100264,0.48152,0.323775,0.4744711174175029,0.575,0.1,0.325,0.8675078864353313
policy_results,Policy: results subsidy,3,69,25,169.73994290913762,1.1225483832182208,1.5834550498848878,0.4609066666666666,0.30879999999999996,0.480647117417503,0.615,0.0925,0.2925,0.8792569659442725
market,Market,4,70,0,268.29640551503223,2.4561381024234237,2.4561381024234237,0.0,0.0,0.5589508448229838,1.0,0.0,0.0,1.0
market,Market,4,70,1,240.2356648166431,3.016330814384584,3.016330814384584,0.0,-0.026700000000000005,0.5584168448229838,0.78,0.03,0.19,0.9571230982019364
market,Market,4,70,2,239.8677448166431,3.000994814384585,3.000994814384585,0.0,-0.05340000000000001,0.5573488448229839,0.78,0.03,0.19,0.9571230982019364
market,Market,4,70,3,238.61532741861748,2.9703638999725834,2.9703638999725834,0.0,-0.079825,0.5557523448229839,0.7775,0.03,0.1925,0.9571230982019364
market,Market,4,70,4,236.83751563292267,2.9245108933830153,2.9245108933830153,0.0,-0.10577500000000002,0.5536368448229838,0.7725,0.0325,0.195,0.9541666666666667
market,Market,4,70,5,234.1960455180426,2.8639610149794446,2.8639610149794446,0.0,-0.130975,0.5510173448229838,0.765,0.035,0.2,0.9511854951185496
market,Market,4,70,6,233.19480006541625,2.7894380549172264,2.7894380549172264,0.0,-0.15685,0.5478803448229838,0.7725,0.03,0.1975,0.9432918395573997
market,Market,4,70,7,230.52461021118992,2.7018276572559135,2.7018276572559135,0.0,-0.18192500000000003,0.5442418448229839,0.7625,0.04,0.1975,0.9396067415730337
market,Market,4,70,8,227.70053385625624,2.6021394724466353,2.6021394724466353,0.0,-0.20639999999999997,0.5401138448229839,0.755,0.0475,0.1975,0.9330484330484331
market,Market,4,70,9,224.19415280669688,2.4906792676120575,2.4906792676120575,0.0,-0.22967500000000005,0.5355203448229838,0.74,0.0625,0.1975,0.9166666666666666
market,Market,4,70,10,219.0908454926533,2.3690981108140288,2.3690981108140288,0.0,-0.25079999999999997,0.5305043448229837,0.715,0.0825,0.2025,0.9045454545454545
market,Market,4,70,11,214.38169509726967,2.2393276780746287,2.2393276780746287,0.0,-0.2710999999999999,0.5250823448229838,0.7075,0.0825,0.21,0.8744326777609682
market,Market,4,70,12,211.89486279897008,2.102865201081582,2.102865201081582,0.0,-0.2915499999999999,0.5192513448229837,0.7075,0.0875,0.205,0.8689024390243902
market,Market,4,70,13,205.5926364458058,1.9597084277871029,1.9597084277871029,0.0,-0.30937499999999996,0.5130638448229837,0.6775,0.11,0.2125,0.8553259141494436
market,Market,4,70,14,199.70720932428665,1.8139237967527655,1.8139237967527655,0.0,-0.32484999999999997,0.5065668448229838,0.65,0.1325,0.2175,0.8322368421052632
market,Market,4,70,15,190.95812541419338,1.6704183795615652,1.6704183795615652,0.0,-0.3362,0.4998428448229838,0.605,0.16,0.235,0.8225255972696246
market,Market,4,70,16,183.27373456243882,1.5299214113488033,1.5299214113488033,0.0,-0.3443,0.4929568448229837,0.57,0.18,0.25,0.8218694885361552
market,Market,4,70,17,174.2149768061739,1.3964558357980283,1.3964558357980283,0.0,-0.34992500000000004,0.4859583448229838,0.53,0.1975,0.2725,0.8305709023941068
market,Market,4,70,18,161.93404952272425,1.2735072371793423,1.2735072371793423,0.0,-0.35265,0.4789053448229838,0.48,0.205,0.315,0.8286252354048964
market,Market,4,70,19,157.04620912241793,1.1610359958874137,1.1610359958874137,0.0,-0.35382500000000006,0.47182884482298376,0.475,0.1975,0.3275,0.8240740740740741
market,Market,4,70,20,152.63596172147433,1.0542030178257622,1.0542030178257622,0.0,-0.35324999999999995,0.4647638448229837,0.4625,0.2025,0.335,0.8358490566037736
market,Market,4,70,21,143.07760229229635,0.9560545987680733,0.9560545987680733,0.0,-0.33640000000000003,0.45803584482298376,0.4225,0.21,0.3675,0.8500948766603416
market,Market,4,70,22,132.89658147873303,0.8747607186970652,0.8747607186970652,0.0,-0.318375,0.4516683448229837,0.4175,0.1625,0.42,0.8548672566371681
market,Market,4,70,23,120.54965680932742,0.8143221495969434,0.8143221495969434,0.0,-0.297475,0.44571884482298374,0.3925,0.125,0.4825,0.8679867986798679
market,Market,4,70,24,110.99746986508586,0.7695772242968469,0.7695772242968469,0.0,-0.27440000000000003,0.44023084482298375,0.375,0.0925,0.5325,0.8833592534992224
market,Market,4,70,25,105.98178551705658,0.734486280388927,0.734486280388927,0.0,-0.250175,0.43522734482298375,0.36,0.085,0.555,0.8730886850152905
policy_conversion,Policy: conversion subsidy,4,70,0,268.29640551503223,2.4561381024234237,2.4561381024234237,0.0,0.0,0.5589508448229838,1.0,0.0,0.0,1.0
policy_conversion,Policy: conversion subsidy,4,70,1,214.0989887871027,2.703182985691275,3.3271829856912745,0.6240000000000001,0.011925000000000002,0.5591893448229839,0.2775,0.585,0.1375,1.0
policy_conversion,Policy: conversion subsidy,4,70,2,214.0921487871027,2.7027809856912746,3.326780985691275,0.6240000000000001,0.023850000000000003,0.5596663448229839,0.2775,0.585,0.1375,1.0
